"","block","mic","rep","id","r.max.mod","r.max.post","r.max.min","r.max.max","r.max.na","c.mod","c.post","c.post.min","c.post.max","c.post.na","b.mod","b.post","b.post.min","b.post.max","b.post.na"
"1",1,"13",3,"b1.m13",1.84060769771566,1.87439921292253,1.56436558415965,1.99999219122806,0,1.87130395364523,1.81705107495478,1.20074291725982,2.68051430552268,0,0.539857642423079,0.531284403900874,0.405100024647576,0.405100024647576,0
"2",1,"2",3,"b1.m2",1.70513487984695,1.74458855410975,1.29829156817091,1.99980694491597,0,2.68769890752587,2.6272682631882,1.45826065703074,3.99814201335403,0,0.869071325676516,0.600254716346335,0.253287503129197,0.253287503129197,0
"3",1,"1",2,"b1.m1",1.68469106613033,1.6905768747618,1.38850997078889,1.99789274301839,0,2.28457221175906,2.27436029176503,1.52416378840016,3.12071822317223,0,0.652901119570783,0.629245796909227,0.44841290585716,0.44841290585716,0
"4",1,"8",3,"b1.m8",1.88485958869969,1.90776614281167,1.7004979733952,1.99999340161738,0,1.54563320413932,1.52528944279776,1.2062809772812,1.92649739692014,0,0.810814748197675,0.799020855465114,0.644675166662222,0.644675166662222,0
"5",1,"10",3,"b1.m10",1.80297095311351,1.8239276123774,1.54953642780997,1.99999409544399,0,2.10265240406193,2.07757611073074,1.60225805829753,2.69129203186481,0,0.883338295039987,0.841849775219368,0.577377412472298,0.577377412472298,0
"6",1,"9",3,"b1.m9",1.8062004899003,1.84566535872546,1.49474128563231,1.99996323615143,0,1.35399780446755,1.30312916012316,0.706313944839261,2.15089591336396,0,0.644923689604261,0.626501447398869,0.442856301172489,0.442856301172489,0
"7",1,"14",2,"b1.m14",1.88326300247935,1.90896925124827,1.68359730294508,1.99998042474046,0,1.63472106681958,1.61114953653137,1.23924423078756,2.06179219646668,0,0.791776391217915,0.77880184541418,0.608192392816418,0.608192392816418,0
"8",1,"6",3,"b1.m6",1.83774416624349,1.86565314014877,1.586882874958,1.99991208209266,0,1.95702999385876,1.92760284620527,1.46715709473345,2.55433421413495,0,0.784379127241491,0.763242162487762,0.552121346917375,0.552121346917375,0
"9",1,"5",2,"b1.m5",1.89821978961273,1.92163045254621,1.71657043614083,1.99997151030898,0,1.42407501151312,1.4012181275951,1.05305171119589,1.84671039211344,0,1.77865689824504,1.27434464426174,0.607619537377524,0.607619537377524,0
"10",1,"4",3,"b1.m4",1.56323865764509,1.55182172662848,1.20063339634615,1.99809633962622,0,2.24900145780594,2.27497073912283,0.991179899257621,3.38792022383617,0,0.62113067791908,0.583922741186226,0.362998433757409,0.362998433757409,0
"11",1,"15",3,"b1.m15",1.74352678261777,1.75961406186414,1.46349914645806,1.99996432969698,0,1.96867236945748,1.93335082208741,1.32785166347527,2.67323704095153,0,0.698708976827401,0.682136131066472,0.518452089214706,0.518452089214706,0
"12",1,"all",2,"b1.mall",1.8815918458394,1.89901225511205,1.70906692790675,1.99999420856259,0,2.13861852996909,2.12239098760866,1.81396686814671,2.51757659323239,0,0.850325863967094,0.835487465432366,0.6747094578499,0.6747094578499,0
"13",1,"12",2,"b1.m12",1.88896628411514,1.9108305029498,1.70883318342789,1.99990997360773,0,1.87680746277697,1.85842464715268,1.51247581560296,2.24231817130858,0,0.960597490711414,0.937687754517943,0.681840930116131,0.681840930116131,0
"14",1,"11",2,"b1.m11",1.82402382451608,1.85759502290611,1.54189994624394,1.99996015773294,0,1.11653992986378,1.08200519955789,0.649382740825371,1.64512684727958,0,0.822044732607265,0.803230577472806,0.5675301749544,0.5675301749544,0
"15",1,"none",3,"b1.mnone",1.84766542573939,1.87853656939393,1.59853649050263,1.99968113224094,0,1.56806159125775,1.54127382819201,1.08065330325095,2.07212908530707,0,0.901560830585946,0.877195135477312,0.606250616487036,0.606250616487036,0
"16",1,"7",3,"b1.m7",1.58883152995773,1.61573279674555,1.12139033469458,1.9992222007004,0,1.93994444246309,1.88598509513719,0.808609860788972,3.05161840806456,0,1.17273399287482,0.791040359979141,0.328668665106793,0.328668665106793,0
"17",1,"3",1,"b1.m3",1.82285978474825,1.85681843428178,1.54145997677564,1.99997677245137,0,1.85149698573908,1.81730957522554,1.20967708107444,2.5342203939982,0,0.730539112549168,0.690641529907743,0.454493332467866,0.454493332467866,0
"18",3,"10",1,"b3.m10",1.81538755364297,1.8381500179458,1.56051956248529,1.99992140915595,0,1.79953305407297,1.76293480189799,1.33808537941641,2.37634852995766,0,0.807816712805771,0.793246213597226,0.629271054772262,0.629271054772262,0
"19",3,"8",1,"b3.m8",1.80242401231956,1.82299730629876,1.55054581070468,1.99971852370594,0,1.83123658593184,1.80587455257734,1.35231847342678,2.39738337261807,0,0.805773475039208,0.786487783069848,0.597394662994696,0.597394662994696,0
"20",3,"3",2,"b3.m3",1.85280799860014,1.87551099376474,1.6354814691265,1.99990094744548,0,1.72571202158476,1.69684032819776,1.33591865872139,2.14977464564586,0,0.872726545687519,0.856933298704082,0.678976411118027,0.678976411118027,0
"21",3,"all",1,"b3.mall",1.88305364123251,1.91131623604476,1.67896217098218,1.99998237824927,0,1.92205552998865,1.89840816445162,1.42719690362514,2.47340466279988,0,0.816664628675501,0.780518468820511,0.538085098658825,0.538085098658825,0
"22",3,"13",1,"b3.m13",1.81135994787039,1.83277520380398,1.56374416084564,1.99995916005157,0,2.10094138328304,2.06933049955279,1.57505910135478,2.71321221892165,0,0.716050747145383,0.700437711440117,0.554545560296698,0.554545560296698,0
"23",3,"2",2,"b3.m2",1.81985221014099,1.83896683648156,1.59101796191095,1.99981024208176,0,2.32283645151427,2.28794611363918,1.79264201154483,2.93699497210599,0,0.661882451020184,0.651907420743227,0.522519343631685,0.522519343631685,0
"24",3,"14",3,"b3.m14",1.80076110836624,1.81669972204791,1.55704808419479,1.9998969225322,0,1.89423826488487,1.87360753015332,1.41093586933931,2.38970167382208,0,0.865318163820617,0.843004708894567,0.646397813566668,0.646397813566668,0
"25",3,"1",2,"b3.m1",1.73399929889175,1.73620588490331,1.49075918900294,1.99906865877265,0,2.43035979534515,2.42152006604531,1.77535788836578,3.06763347292822,0,0.689346055368119,0.671493333294338,0.521566132533671,0.521566132533671,0
"26",3,"7",1,"b3.m7",1.80945201414535,1.83437561408726,1.55522336047318,1.99998838771506,0,2.01969756164165,1.98113045633473,1.45683792959272,2.66842281297424,0,0.686603961580443,0.674201497652084,0.516460544052467,0.516460544052467,0
"27",3,"15",2,"b3.m15",1.6146996604574,1.60078495089212,1.3363599318061,1.9163353296684,0,2.18166475431952,2.20529612944573,1.55429193679049,2.67973222202487,0,0.997090343052646,0.966235820085301,0.663295851675949,0.663295851675949,0
"28",3,"12",3,"b3.m12",1.86112670461155,1.88720123462946,1.64124064490769,1.99992443584995,0,1.53858154007938,1.51068354303934,1.14825288423054,2.00360289753406,0,0.818170511279367,0.805448985279821,0.612850677984455,0.612850677984455,0
"29",3,"none",1,"b3.mnone",1.76760667632435,1.77686824394892,1.53170970871236,1.99973819828057,0,2.16043596602335,2.14308353034768,1.66303451273254,2.74130581282255,0,0.822862796879704,0.801984519121629,0.610310927214812,0.610310927214812,0
"30",3,"6",1,"b3.m6",1.82455222867162,1.85365572026888,1.55773323419266,1.99986191948454,0,1.87888605620649,1.84443230431978,1.33795239755718,2.47385077074912,0,0.801131995136647,0.780560779633121,0.583045888034288,0.583045888034288,0
"31",3,"11",3,"b3.m11",1.8117208938962,1.84613104955218,1.51420733162371,1.99994401811428,0,1.52511829124605,1.48740045946987,0.909354526464829,2.1568023052206,0,0.78472197079648,0.751229537265104,0.494327094924231,0.494327094924231,0
"32",3,"4",1,"b3.m4",1.76204635568285,1.77326166595029,1.505023636748,1.99710147517031,0,2.23322228557117,2.20579071074862,1.61383308279511,2.89048714616941,0,0.676321177568691,0.663539658222132,0.528290679987801,0.528290679987801,0
"33",3,"9",3,"b3.m9",1.8683778443271,1.89109557047908,1.66830245552956,1.99997001474237,0,1.97960349226182,1.9505816593455,1.54958700020178,2.47547053911163,0,0.698570888333831,0.689031216831343,0.551297427939395,0.551297427939395,0
"34",3,"5",2,"b3.m5",1.88257276350862,1.90672509183172,1.6900810510976,1.99998729299588,0,1.82082077107784,1.79842693407585,1.48267448569471,2.2399688011839,0,0.864322074176161,0.850674467326941,0.673857348294271,0.673857348294271,0
"35",4,"5",1,"b4.m5",1.43906874451773,1.42329410184168,1.1668101896541,1.75429880514825,0,2.28388427595547,2.31121413111921,1.652001029068,2.82451943835823,0,1.80783305520141,1.36464309468586,0.607272770922362,0.607272770922362,0
"36",4,"2",2,"b4.m2",1.51771277883422,1.50166349218548,1.30770591416166,1.77131062451172,0,2.57703765933077,2.59912690158174,2.06840689031591,2.97980832045529,0,1.10955559937834,1.08083917323135,0.705211086307143,0.705211086307143,0
"37",4,"1",2,"b4.m1",1.88417326776377,1.90636803548736,1.7048916944933,1.99997969686895,0,2.08031695057519,2.07164167393707,1.6668164207929,2.49543612431824,0,0.991341750341932,0.949891230447001,0.707432990057386,0.707432990057386,0
"38",4,"13",1,"b4.m13",1.8082431473807,1.84679558941996,1.50130212293818,1.99991305980812,0,1.99551872636449,1.95971695171022,1.59551440519278,2.49975298924848,0,0.98798827331553,0.951372864618907,0.6720887967,0.6720887967,0
"39",4,"4",3,"b4.m4",1.62316447003701,1.60629856596292,1.35543865753052,1.96752761117624,0,1.97443501182065,2.00399785483352,1.38376652149943,2.4646340026922,0,1.06029634527197,0.996162238070729,0.622108135990953,0.622108135990953,0
"40",4,"14",1,"b4.m14",1.30459604193191,1.28766679988208,1.06273521450448,1.58715093469211,0,2.35791950885007,2.37794599714728,1.76284998555652,2.98608150311011,0,1.9289343535824,1.44869259240852,0.649635100065104,0.649635100065104,0
"41",4,"none",3,"b4.mnone",1.49745889646369,1.475497169431,1.2130990370373,1.86255150758549,0,1.98382170325595,2.00417163741878,1.31403030561618,2.58036701481762,0,1.23787554134361,1.11894962753292,0.704313477854271,0.704313477854271,0
"42",4,"15",2,"b4.m15",1.88071139904332,1.90528354273761,1.68718115223237,1.99999334978801,0,1.51707830517104,1.49991085310148,1.19128479058268,1.87080034828416,0,1.08869646161624,1.05335928885143,0.763350440358465,0.763350440358465,0
"43",4,"9",1,"b4.m9",1.57904618085195,1.62499467138285,1.04485957586916,1.99989012008899,0,1.89489457048492,1.81948970783318,1.09167291336526,2.80209269084419,0,1.37588101772904,0.974381137805656,0.477011875979899,0.477011875979899,0
"44",4,"8",2,"b4.m8",1.77491309590734,1.78993102543418,1.52372740463834,1.99995232228115,0,1.6590673888794,1.63857725701771,1.21760462465022,2.12635806378169,0,0.982040310679686,0.961957758994172,0.749114468162586,0.749114468162586,0
"45",4,"11",1,"b4.m11",1.18034110393226,1.18081868993065,1.06482695146011,1.28753382024547,0,2.43554077941613,2.48253499266376,2.01696995716361,2.70025853978627,0,6.92800333937234,6.71722802591606,3.02297362334108,3.02297362334108,0
"46",4,"7",1,"b4.m7",1.60341564719637,1.58982957295207,1.36075668661183,1.86984623431236,0,1.91024244942357,1.91999128251096,1.51618349890547,2.27680964911861,0,1.57432433228096,1.47640632568516,0.867130990675659,0.867130990675659,0
"47",4,"3",1,"b4.m3",1.78391110309167,1.79675519816038,1.54025011708258,1.99982189594542,0,1.83980124071225,1.82724458557107,1.42090220302716,2.30867161652495,0,0.965648546484236,0.934489139981316,0.679196372511958,0.679196372511958,0
"48",4,"6",2,"b4.m6",1.54124404730575,1.52181915121129,1.21458195458014,1.90393033059545,0,1.69377564025644,1.71772444470321,1.0088808156248,2.26627062970114,0,1.48832150660409,1.31371813434708,0.776888991612078,0.776888991612078,0
"49",4,"12",1,"b4.m12",1.55951642089281,1.57348426478946,1.1036468198195,1.99993732254736,0,1.63261405085644,1.57724049166921,0.744369284180037,2.70508139923098,0,1.42168422820242,1.03923393208227,0.464055802625901,0.464055802625901,0
"50",4,"10",3,"b4.m10",1.86222396509249,1.88124845066969,1.6733479513845,1.99986692620604,0,1.58860399811845,1.57905854920883,1.30867885041549,1.88767597587439,0,1.37697274495285,1.34293321773594,0.997852876555912,0.997852876555912,0
"51",4,"all",1,"b4.mall",1.87347773038189,1.9026943104981,1.65483794351563,1.99996694434324,0,1.34005830362164,1.31218385381821,1.01534747083355,1.76895977816772,0,0.862444989262774,0.847301203598435,0.671395713840961,0.671395713840961,0
